S06	Aminoglucósidos
S07	Aminoglucósidos, Fluoroquinolonas
S08	Aminoglucósidos
S09	Aminoglucósidos
S10	Aminoglucósidos
S11	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Macrólidos-Lincosamidas-Estreptograminas, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas, Tetraciclinas
S12	Aminoglucósidos
S13	Aminoglucósidos
S14	Aminoglucósidos
S15	Aminoglucósidos, Fluoroquinolonas
S16	Aminoglucósidos
S17	Aminoglucósidos
S18	Aminoglucósidos, Fenicoles, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas, Tetraciclinas
S19	Aminoglucósidos
S20	Aminoglucósidos
S21	Aminoglucósidos
S22	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Macrólidos-Lincosamidas-Estreptograminas, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas, Tetraciclinas
S23	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Macrólidos-Lincosamidas-Estreptograminas, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas, Tetraciclinas
S24	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Betalactámicos, Fenicoles, Fosfomicina, Sulfonamidas, Tetraciclinas, Tetraciclinas
S25	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Macrólidos-Lincosamidas-Estreptograminas, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas, Tetraciclinas
S26	Aminoglucósidos
S27	Aminoglucósidos, Aminoglucósidos
S28	Aminoglucósidos
S61	Aminoglucósidos
S62	Aminoglucósidos, Fluoroquinolonas, Tetraciclinas, Tetraciclinas
S63	Aminoglucósidos, Fluoroquinolonas
S64	Aminoglucósidos
S65	Aminoglucósidos
S66	Aminoglucósidos, Fluoroquinolonas, Tetraciclinas, Tetraciclinas
S67	Aminoglucósidos
S68	Aminoglucósidos, Aminoglucósidos, Betalactámicos, Trimetoprima, Fenicoles, Macrólidos-Lincosamidas-Estreptograminas, Fluoroquinolonas, Sulfonamidas, Tetraciclinas, Tetraciclinas
S69	Aminoglucósidos
S70	Aminoglucósidos
S71	Aminoglucósidos
S72	Aminoglucósidos
S73	Aminoglucósidos
S74	Aminoglucósidos
S75	Aminoglucósidos, Aminoglucósidos, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Tetraciclinas, Tetraciclinas
S76	Aminoglucósidos, Aminoglucósidos, Betalactámicos, Trimetoprima, Fenicoles, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Sulfonamidas, Tetraciclinas, Tetraciclinas, Tetraciclinas
S77	Aminoglucósidos
S78	Aminoglucósidos, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas
S79	Aminoglucósidos
S80	Aminoglucósidos, Fenicoles, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Betalactámicos, Tetraciclinas, Tetraciclinas
S81	Aminoglucósidos
S82	Aminoglucósidos
S83	Aminoglucósidos
S84	Aminoglucósidos
S85	Aminoglucósidos
S86	Aminoglucósidos, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas
S87	Aminoglucósidos, Fenicoles, Fluoroquinolonas, Sulfonamidas
S88	Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Tetraciclinas, Tetraciclinas
S89	Aminoglucósidos
S90	Aminoglucósidos
S91	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Fenicoles, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Sulfonamidas, Tetraciclinas, Tetraciclinas
S92	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Tetraciclinas, Tetraciclinas
S93	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Tetraciclinas, Tetraciclinas
S94	Aminoglucósidos
S95	Aminoglucósidos, Tetraciclinas
S96	Aminoglucósidos
S97	Aminoglucósidos, Aminoglucósidos, Trimetoprima, Sulfonamidas, Sulfonamidas, Tetraciclinas, Tetraciclinas
S98	Aminoglucósidos
S99	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas, Tetraciclinas
T01	Aminoglucósidos
T02	Aminoglucósidos, Fluoroquinolonas
T03	Aminoglucósidos
T04	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas, Tetraciclinas
T05	Aminoglucósidos, Fluoroquinolonas
T06	Aminoglucósidos
T07	Aminoglucósidos
T08	Aminoglucósidos
T09	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Tetraciclinas
T10	Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fluoroquinolonas, Sulfonamidas, Tetraciclinas, Tetraciclinas
T11	Aminoglucósidos
T12	Aminoglucósidos
T13	Aminoglucósidos
T14	Aminoglucósidos
T15	Aminoglucósidos
T16	Aminoglucósidos
T17	Aminoglucósidos
T18	Aminoglucósidos, Aminoglucósidos, Betalactámicos, Trimetoprima, Fenicoles, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Sulfonamidas, Tetraciclinas
T22	Aminoglucósidos
T23	Aminoglucósidos
T24	Aminoglucósidos, Fenicoles, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Tetraciclinas, Tetraciclinas
T25	Aminoglucósidos
T26	Aminoglucósidos
T27	Aminoglucósidos
T28	Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Sulfonamidas, Tetraciclinas, Tetraciclinas
T29	Aminoglucósidos
T30	Aminoglucósidos
T31	Aminoglucósidos, Fluoroquinolonas
T32	Aminoglucósidos
T33	Aminoglucósidos
T34	Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fluoroquinolonas, Sulfonamidas, Sulfonamidas, Tetraciclinas, Tetraciclinas
T35	Aminoglucósidos, Tetraciclinas
T36	Aminoglucósidos, Tetraciclinas
T37	Aminoglucósidos
T38	Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Tetraciclinas, Tetraciclinas
T40	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Betalactámicos, Fenicoles, Fosfomicina, Sulfonamidas, Tetraciclinas, Tetraciclinas
T41	Aminoglucósidos, Aminoglucósidos, Fenicoles, Fenicoles, Trimetoprima, Fenicoles, Macrólidos-Lincosamidas-Estreptograminas, Sulfonamidas, Betalactámicos, Tetraciclinas
T42	Aminoglucósidos
T43	Aminoglucósidos, Aminoglucósidos, Betalactámicos, Trimetoprima, Fenicoles, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Sulfonamidas, Tetraciclinas
T44	Aminoglucósidos, Aminoglucósidos, Macrólidos-Lincosamidas-Estreptograminas, Fluoroquinolonas, Tetraciclinas
T45	Aminoglucósidos
T46	Aminoglucósidos, Fluoroquinolonas
T47	Aminoglucósidos, Fenicoles, Sulfonamidas, Tetraciclinas
T48	Aminoglucósidos
T49	Aminoglucósidos
T50	Aminoglucósidos
T51	Aminoglucósidos
T52	Aminoglucósidos
T53	Aminoglucósidos
T54	Aminoglucósidos
T55	Aminoglucósidos
T56	Aminoglucósidos
T57	Aminoglucósidos
T58	Aminoglucósidos
T59	Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Sulfonamidas, Tetraciclinas, Tetraciclinas
T60	Aminoglucósidos
T61	Aminoglucósidos
T62	Aminoglucósidos
T63	Aminoglucósidos
T64	Aminoglucósidos
T65	Aminoglucósidos, Betalactámicos, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Betalactámicos, Aminoglucósidos, Aminoglucósidos, Tetraciclinas
T66	Aminoglucósidos
T76	Aminoglucósidos
T77	Aminoglucósidos, Tetraciclinas
T78	Aminoglucósidos, Aminoglucósidos, Trimetoprima, Fenicoles, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas
T79	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Betalactámicos, Trimetoprima, Trimetoprima, Fenicoles, Macrólidos-Lincosamidas-Estreptograminas, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Fluoroquinolonas, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Sulfonamidas, Betalactámicos, Tetraciclinas, Tetraciclinas, Tetraciclinas
T80	Aminoglucósidos
T81	Aminoglucósidos, Fluoroquinolonas, Tetraciclinas, Tetraciclinas
T82	Aminoglucósidos, Aminoglucósidos, Betalactámicos, Fenicoles, Fluoroquinolonas, Sulfonamidas, Tetraciclinas, Tetraciclinas
T84	Aminoglucósidos
T85	Aminoglucósidos, Fluoroquinolonas
T86	Aminoglucósidos, Aminoglucósidos, Fluoroquinolonas, Sulfonamidas, Tetraciclinas, Tetraciclinas
T87	Aminoglucósidos, Fluoroquinolonas
T88	Aminoglucósidos
T89	Aminoglucósidos
T90	Aminoglucósidos, Fluoroquinolonas
T91	Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Tetraciclinas, Tetraciclinas
T92	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Betalactámicos, Tetraciclinas
T93	Aminoglucósidos, Aminoglucósidos, Trimetoprima, Sulfonamidas, Tetraciclinas, Tetraciclinas
T94	Aminoglucósidos
T95	Aminoglucósidos
T96	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Betalactámicos, Trimetoprima, Fenicoles, Fosfomicina, Sulfonamidas, Tetraciclinas, Tetraciclinas
T97	Aminoglucósidos
T98	Aminoglucósidos
T99	Aminoglucósidos, Aminoglucósidos, Betalactámicos, Trimetoprima, Macrólidos-Lincosamidas-Estreptograminas, Fenicoles, Fluoroquinolonas, Tetraciclinas, Tetraciclinas
U01	Aminoglucósidos
U02	Aminoglucósidos
U32	Aminoglucósidos
U33	Aminoglucósidos, Fenicoles, Fluoroquinolonas, Betalactámicos, Tetraciclinas, Tetraciclinas
U34	Aminoglucósidos, Fenicoles, Fluoroquinolonas, Betalactámicos, Tetraciclinas, Tetraciclinas
U35	Aminoglucósidos
U36	Aminoglucósidos, Betalactámicos, Sulfonamidas, Tetraciclinas, Tetraciclinas
U37	Aminoglucósidos
U38	Aminoglucósidos, Aminoglucósidos, Aminoglucósidos, Sulfonamidas, Tetraciclinas, Tetraciclinas
